1,-0.9063258431379339
2,-0.9063258431379339
3,-0.9063258431379339
4,-0.9063258431379339
5,-0.9063258431379339
6,-0.9063258431379339
7,-0.9063258431379339
8,-0.9063258431379339
9,-0.9036880343162842
10,-0.9063258431379339
11,-0.9063258431379339
12,-0.9827552341805245
13,-0.9827552341805245
14,-0.9063258431379339
15,-0.9011482167857695
16,-1.0652865048217893e-09
17,-1.0652865048217893e-09
18,-1.0652865048217893e-09
19,-1.0652865048217893e-09
20,-1.0652865048217893e-09
21,-1.0652865048217893e-09
22,-1.0652865048217893e-09
23,-1.0652865048217893e-09
24,-1.0652865048217893e-09
25,-1.0652865048217893e-09
26,-0.33436240010848645
27,-0.33436240010848645
28,-0.2207507446992489
29,-0.21629954075652544
30,-0.21629954075652544
31,-0.3568258532138507
32,-0.3568258532138507
