1,-1.0283177051474108
2,-1.0283177051474108
3,-1.0283177051474108
4,-1.0283177051474108
5,-1.0283177051474108
6,-1.0283177051474108
7,-1.0283177051474108
8,-1.0283177051474108
9,-1.0283177051474108
10,-1.0283177051474108
11,-1.0283177051474108
12,-1.0283177051474108
13,-1.0283177051474108
14,-1.0283177051474108
15,-1.0283177051474108
16,-1.0283177051474108
17,-1.0283177051474108
18,-1.0283177051474108
19,-1.0283177051474108
20,-1.0283177051474108
21,-1.0283177051474108
22,-1.0283177051474108
23,-1.0283177051474108
24,-1.0283177051474108
25,-1.0283177051474108
26,-1.0283177051474108
27,-1.0283177051474108
28,-1.0283177051474108
29,-1.0283177051474108
30,-1.0283177051474108
31,-1.0283177051474108
32,-1.0283177051474108
33,-1.0283177051474108
34,-1.0283177051474108
35,-1.0283177051474108
36,-1.0283177051474108
37,-1.0283177051474108
38,-1.0283177051474108
39,-1.0283177051474108
40,-1.0283177051474108
41,-1.0283177051474108
42,-1.0283177051474108
43,-1.0283177051474108
44,-1.0283177051474108
45,-1.0283177051474108
46,-1.0283177051474108
47,-1.0283177051474108
48,-1.0283177051474108
49,-1.0283177051474108
50,-1.0283177051474108
